date,temp
8/12/21 9:22,23.869
8/12/21 9:23,24.931
8/12/21 9:24,26.097
8/12/21 9:25,26.781
8/12/21 9:26,26.977
8/12/21 9:27,27.075
8/12/21 9:28,27.37
8/12/21 9:29,27.468
8/12/21 9:30,27.567
8/12/21 9:31,27.665
8/12/21 9:32,27.665
8/12/21 9:33,27.665
8/12/21 9:34,27.665
8/12/21 9:35,27.665
8/12/21 9:36,27.665
8/12/21 9:37,27.665
8/12/21 9:38,27.665
8/12/21 9:39,27.665
8/12/21 9:40,27.665
8/12/21 9:41,27.665
8/12/21 9:42,27.665
8/12/21 9:43,27.764
8/12/21 9:44,27.862
8/12/21 9:45,27.862
8/12/21 9:46,27.961
8/12/21 9:47,27.961
8/12/21 9:48,27.961
8/12/21 9:49,27.961
8/12/21 9:50,27.961
8/12/21 9:51,27.961
8/12/21 9:52,27.961
8/12/21 9:53,27.862
8/12/21 9:54,27.862
8/12/21 9:55,27.862
8/12/21 9:56,27.862
8/12/21 9:57,27.862
8/12/21 9:58,27.862
8/12/21 9:59,27.862
8/12/21 10:00,27.862
8/12/21 10:01,27.862
8/12/21 10:02,27.862
8/12/21 10:03,27.961
8/12/21 10:04,28.06
8/12/21 10:05,28.159
8/12/21 10:06,28.258
8/12/21 10:07,28.357
8/12/21 10:08,28.357
8/12/21 10:09,28.456
8/12/21 10:10,28.456
8/12/21 10:11,28.456
8/12/21 10:12,28.456
8/12/21 10:13,28.456
8/12/21 10:14,28.456
8/12/21 10:15,28.456
8/12/21 10:16,28.456
8/12/21 10:17,28.456
8/12/21 10:18,28.456
8/12/21 10:19,28.357
8/12/21 10:20,28.357
8/12/21 10:21,28.357
8/12/21 10:22,28.357
8/12/21 10:23,28.357
8/12/21 10:24,28.357
8/12/21 10:25,28.357
8/12/21 10:26,28.258
8/12/21 10:27,28.258
8/12/21 10:28,28.258
8/12/21 10:29,28.357
8/12/21 10:30,28.357
8/12/21 10:31,28.456
8/12/21 10:32,28.555
8/12/21 10:33,28.655
8/12/21 10:34,28.754
8/12/21 10:35,28.853
8/12/21 10:36,28.953
8/12/21 10:37,29.053
8/12/21 10:38,29.152
8/12/21 10:39,29.352
8/12/21 10:40,29.452
8/12/21 10:41,29.552
8/12/21 10:42,29.652
8/12/21 10:43,29.752
8/12/21 10:44,29.752
8/12/21 10:45,29.853
8/12/21 10:46,29.853
8/12/21 10:47,29.853
8/12/21 10:48,29.853
8/12/21 10:49,29.853
8/12/21 10:50,29.752
8/12/21 10:51,29.752
8/12/21 10:52,29.752
8/12/21 10:53,29.752
8/12/21 10:54,29.752
8/12/21 10:55,29.853
8/12/21 10:56,29.953
8/12/21 10:57,29.953
8/12/21 10:58,30.054
8/12/21 10:59,30.255
8/12/21 11:00,30.356
8/12/21 11:01,30.457
8/12/21 11:02,30.558
8/12/21 11:03,30.659
8/12/21 11:04,30.76
8/12/21 11:05,30.862
8/12/21 11:06,31.064
8/12/21 11:07,31.166
8/12/21 11:08,31.268
8/12/21 11:09,31.37
8/12/21 11:10,31.472
8/12/21 11:11,31.574
8/12/21 11:12,31.676
8/12/21 11:13,31.778
8/12/21 11:14,31.778
8/12/21 11:15,31.88
8/12/21 11:16,31.88
8/12/21 11:17,31.88
8/12/21 11:18,31.88
8/12/21 11:19,31.778
8/12/21 11:20,31.88
8/12/21 11:21,31.88
8/12/21 11:22,31.983
8/12/21 11:23,32.086
8/12/21 11:24,32.188
8/12/21 11:25,32.291
8/12/21 11:26,32.394
8/12/21 11:27,32.497
8/12/21 11:28,32.6
8/12/21 11:29,32.704
8/12/21 11:30,32.807
8/12/21 11:31,32.911
8/12/21 11:32,33.014
8/12/21 11:33,33.118
8/12/21 11:34,33.222
8/12/21 11:35,33.326
8/12/21 11:36,33.43
8/12/21 11:37,33.535
8/12/21 11:38,33.639
8/12/21 11:39,33.743
8/12/21 11:40,33.848
8/12/21 11:41,33.848
8/12/21 11:42,33.953
8/12/21 11:43,33.953
8/12/21 11:44,33.953
8/12/21 11:45,33.953
8/12/21 11:46,33.953
8/12/21 11:47,33.953
8/12/21 11:48,34.058
8/12/21 11:49,34.163
8/12/21 11:50,34.163
8/12/21 11:51,34.268
8/12/21 11:52,34.374
8/12/21 11:53,34.479
8/12/21 11:54,34.585
8/12/21 11:55,34.691
8/12/21 11:56,34.796
8/12/21 11:57,34.903
8/12/21 11:58,35.009
8/12/21 11:59,35.115
8/12/21 12:00,35.115
8/12/21 12:01,35.222
8/12/21 12:02,35.328
8/12/21 12:03,35.435
8/12/21 12:04,35.542
8/12/21 12:05,35.649
8/12/21 12:06,35.756
8/12/21 12:07,35.756
8/12/21 12:08,35.864
8/12/21 12:09,35.864
8/12/21 12:10,35.864
8/12/21 12:11,35.864
8/12/21 12:12,35.971
8/12/21 12:13,35.971
8/12/21 12:14,36.079
8/12/21 12:15,36.187
8/12/21 12:16,36.187
8/12/21 12:17,36.295
8/12/21 12:18,36.403
8/12/21 12:19,36.511
8/12/21 12:20,36.62
8/12/21 12:21,36.728
8/12/21 12:22,36.837
8/12/21 12:23,36.946
8/12/21 12:24,37.055
8/12/21 12:25,37.165
8/12/21 12:26,37.274
8/12/21 12:27,37.274
8/12/21 12:28,37.384
8/12/21 12:29,37.384
8/12/21 12:30,37.494
8/12/21 12:31,37.384
8/12/21 12:32,37.384
8/12/21 12:33,37.384
8/12/21 12:34,37.274
8/12/21 12:35,37.274
8/12/21 12:36,37.274
8/12/21 12:37,37.274
8/12/21 12:38,37.274
8/12/21 12:39,37.274
