date,temp
8/11/21 10:00,26.9
8/11/21 10:15,27.6
8/11/21 10:30,27.5
8/11/21 10:45,28.6
8/11/21 11:00,29
8/11/21 11:15,29.9
8/11/21 11:30,30.7
8/11/21 11:45,31.5
8/11/21 12:00,32.6
8/11/21 12:15,33.2
8/11/21 12:30,34.2
8/11/21 12:45,34.6
8/11/21 13:00,34.8
8/11/21 13:15,34.8
8/11/21 13:30,34.8
8/11/21 13:45,34.1
8/11/21 14:00,33.5
8/11/21 14:15,32.8
8/11/21 14:30,32.4
8/11/21 14:45,31.6
8/11/21 15:00,31
8/11/21 15:15,30.4
8/11/21 15:30,29.9
8/11/21 15:45,29.5
8/11/21 16:00,29.1
8/11/21 16:15,28.8
8/11/21 16:30,28.5
8/11/21 16:45,28.2
8/11/21 17:00,28
8/11/21 17:15,27.8
8/11/21 17:30,27.7
8/11/21 17:45,27.5
8/11/21 18:00,27.3
8/11/21 18:15,27.2
8/11/21 18:30,27.1
8/11/21 18:45,27.1
8/11/21 19:00,27
8/11/21 19:15,27.1
8/11/21 19:30,27
8/11/21 19:45,27.2
8/11/21 20:00,27.1
8/11/21 20:15,27
8/11/21 20:30,27
8/11/21 20:45,27.1
8/11/21 21:00,27
8/11/21 21:15,27
8/11/21 21:30,27.1
8/11/21 21:45,27
8/11/21 22:00,27
8/11/21 22:15,27.1
8/11/21 22:30,27
8/11/21 22:45,26.9
8/11/21 23:00,27.1
8/11/21 23:15,27
8/11/21 23:30,27
8/11/21 23:45,27
8/12/21 0:00,27
8/12/21 0:15,27.1
8/12/21 0:30,27
8/12/21 0:45,27
8/12/21 1:00,27.1
8/12/21 1:15,27.1
8/12/21 1:30,27
8/12/21 5:00,27.2
8/12/21 5:15,27.2
8/12/21 5:30,27
8/12/21 5:45,27
8/12/21 6:00,27.1
8/12/21 6:15,27
8/12/21 6:30,27
8/12/21 6:45,27.1
8/12/21 7:00,27
8/12/21 7:15,27
8/12/21 7:30,27
8/12/21 7:45,27
8/12/21 8:00,27
8/12/21 8:15,27.1
8/12/21 8:30,27
8/12/21 8:45,27.1
8/12/21 9:00,27
8/12/21 9:15,27
8/12/21 9:30,27.1
8/12/21 9:45,26.9
8/12/21 10:00,27
8/12/21 10:15,27.6
8/12/21 10:30,27.4
8/12/21 10:45,28.6
8/12/21 11:00,29
8/12/21 11:15,30
8/12/21 11:30,30.7
8/12/21 11:45,31.4
8/12/21 12:00,32.2
8/12/21 12:15,33
8/12/21 12:30,34.3
8/12/21 12:45,34.1
8/12/21 13:00,34.5
8/12/21 13:15,34.6
8/12/21 13:30,34.6
8/12/21 13:45,34.1
8/12/21 14:00,33.2
8/12/21 14:15,32.8
8/12/21 14:30,31.7
8/12/21 14:45,31.3
8/12/21 15:00,30.4
8/12/21 15:15,29.7
8/12/21 15:30,29.1
8/12/21 15:45,28.6
8/12/21 16:00,28.2
8/12/21 16:15,27.8
8/12/21 16:30,27.6
8/12/21 16:45,27.3
8/12/21 17:00,27.2
8/12/21 17:15,27.1
8/12/21 17:30,27
8/12/21 17:45,27
8/12/21 18:00,26.9
8/12/21 18:15,26.8
8/12/21 18:30,26.8
8/12/21 18:45,26.8
8/12/21 19:00,26.8
8/12/21 19:15,26.8
8/12/21 19:30,26.8
8/12/21 19:45,26.8
8/12/21 20:00,26.8
8/12/21 20:15,26.8
8/12/21 20:30,26.8
8/12/21 20:45,26.8
8/12/21 21:00,26.8
8/12/21 21:15,26.8
8/12/21 21:30,26.8
8/12/21 21:45,26.7
8/12/21 22:00,26.7
8/12/21 22:15,26.7
8/12/21 22:30,26.7
8/12/21 22:45,26.7
8/12/21 23:00,26.7
8/12/21 23:15,26.7
8/12/21 23:30,26.7
8/12/21 23:45,26.7
,
© 2005-16 Neptune Systems,
