date,temp
8/12/21 9:06,23.388
8/12/21 9:07,24.062
8/12/21 9:08,24.158
8/12/21 9:09,24.062
8/12/21 9:10,23.966
8/12/21 9:11,23.869
8/12/21 9:12,23.773
8/12/21 9:13,23.581
8/12/21 9:14,23.484
8/12/21 9:15,23.677
8/12/21 9:16,23.581
8/12/21 9:17,23.484
8/12/21 9:18,23.484
8/12/21 9:19,23.388
8/12/21 9:20,23.388
8/12/21 9:21,23.388
8/12/21 9:22,23.388
8/12/21 9:23,23.388
8/12/21 9:24,23.388
8/12/21 9:25,23.292
8/12/21 9:26,23.292
8/12/21 9:27,23.292
8/12/21 9:28,23.484
8/12/21 9:29,24.351
8/12/21 9:30,25.61
8/12/21 9:31,26.292
8/12/21 9:32,26.585
8/12/21 9:33,26.879
8/12/21 9:34,26.977
8/12/21 9:35,27.075
8/12/21 9:36,27.075
8/12/21 9:37,27.173
8/12/21 9:38,27.173
8/12/21 9:39,27.173
8/12/21 9:40,27.173
8/12/21 9:41,27.173
8/12/21 9:42,27.173
8/12/21 9:43,27.173
8/12/21 9:44,27.173
8/12/21 9:45,27.173
8/12/21 9:46,27.173
8/12/21 9:47,27.173
8/12/21 9:48,27.173
8/12/21 9:49,27.173
8/12/21 9:50,27.173
8/12/21 9:51,27.173
8/12/21 9:52,27.173
8/12/21 9:53,27.173
8/12/21 9:54,27.173
8/12/21 9:55,27.173
8/12/21 9:56,27.173
8/12/21 9:57,27.173
8/12/21 9:58,27.173
8/12/21 9:59,27.173
8/12/21 10:00,27.173
8/12/21 10:01,27.272
8/12/21 10:02,27.272
8/12/21 10:03,27.272
8/12/21 10:04,27.272
8/12/21 10:05,27.272
8/12/21 10:06,27.272
8/12/21 10:07,27.272
8/12/21 10:08,27.272
8/12/21 10:09,27.272
8/12/21 10:10,27.272
8/12/21 10:11,27.272
8/12/21 10:12,27.272
8/12/21 10:13,27.272
8/12/21 10:14,27.272
8/12/21 10:15,27.272
8/12/21 10:16,27.272
8/12/21 10:17,27.272
8/12/21 10:18,27.272
8/12/21 10:19,27.272
8/12/21 10:20,27.272
8/12/21 10:21,27.272
8/12/21 10:22,27.272
8/12/21 10:23,27.272
8/12/21 10:24,27.272
8/12/21 10:25,27.272
8/12/21 10:26,27.272
8/12/21 10:27,27.272
8/12/21 10:28,27.272
8/12/21 10:29,27.272
8/12/21 10:30,27.272
8/12/21 10:31,27.272
8/12/21 10:32,27.272
8/12/21 10:33,27.272
8/12/21 10:34,27.272
8/12/21 10:35,27.272
8/12/21 10:36,27.272
8/12/21 10:37,27.272
8/12/21 10:38,27.272
8/12/21 10:39,27.37
8/12/21 10:40,27.272
8/12/21 10:41,27.37
8/12/21 10:42,27.37
8/12/21 10:43,27.37
8/12/21 10:44,27.37
8/12/21 10:45,27.37
8/12/21 10:46,27.37
8/12/21 10:47,27.37
8/12/21 10:48,27.37
8/12/21 10:49,27.37
8/12/21 10:50,27.37
8/12/21 10:51,27.37
8/12/21 10:52,27.37
8/12/21 10:53,27.37
8/12/21 10:54,27.37
8/12/21 10:55,27.37
8/12/21 10:56,27.37
8/12/21 10:57,27.37
8/12/21 10:58,27.37
8/12/21 10:59,27.37
8/12/21 11:00,27.37
8/12/21 11:01,27.37
8/12/21 11:02,27.37
8/12/21 11:03,27.37
8/12/21 11:04,27.37
8/12/21 11:05,27.37
8/12/21 11:06,27.37
8/12/21 11:07,27.37
8/12/21 11:08,27.37
8/12/21 11:09,27.37
8/12/21 11:10,27.37
8/12/21 11:11,27.37
8/12/21 11:12,27.37
8/12/21 11:13,27.37
8/12/21 11:14,27.468
8/12/21 11:15,27.468
8/12/21 11:16,27.468
8/12/21 11:17,27.468
8/12/21 11:18,27.468
8/12/21 11:19,27.468
8/12/21 11:20,27.468
8/12/21 11:21,27.468
8/12/21 11:22,27.468
8/12/21 11:23,27.468
8/12/21 11:24,27.468
8/12/21 11:25,27.468
8/12/21 11:26,27.468
8/12/21 11:27,27.468
8/12/21 11:28,27.468
8/12/21 11:29,27.468
8/12/21 11:30,27.468
8/12/21 11:31,27.468
8/12/21 11:32,27.468
8/12/21 11:33,27.468
8/12/21 11:34,27.468
8/12/21 11:35,27.468
8/12/21 11:36,27.468
8/12/21 11:37,27.468
8/12/21 11:38,27.468
8/12/21 11:39,27.468
8/12/21 11:40,27.468
8/12/21 11:41,27.468
8/12/21 11:42,27.468
8/12/21 11:43,27.468
8/12/21 11:44,27.468
8/12/21 11:45,27.468
8/12/21 11:46,27.468
8/12/21 11:47,27.468
8/12/21 11:48,27.567
8/12/21 11:49,27.468
8/12/21 11:50,27.567
8/12/21 11:51,27.567
8/12/21 11:52,27.567
8/12/21 11:53,27.567
8/12/21 11:54,27.567
8/12/21 11:55,27.567
8/12/21 11:56,27.567
8/12/21 11:57,27.567
8/12/21 11:58,27.567
8/12/21 11:59,27.567
8/12/21 12:00,27.567
8/12/21 12:01,27.567
8/12/21 12:02,27.567
8/12/21 12:03,27.567
8/12/21 12:04,27.567
8/12/21 12:05,27.567
8/12/21 12:06,27.567
8/12/21 12:07,27.567
8/12/21 12:08,27.567
8/12/21 12:09,27.567
8/12/21 12:10,27.567
8/12/21 12:11,27.567
8/12/21 12:12,27.567
8/12/21 12:13,27.567
8/12/21 12:14,27.567
8/12/21 12:15,27.567
8/12/21 12:16,27.567
8/12/21 12:17,27.567
8/12/21 12:18,27.567
8/12/21 12:19,27.567
8/12/21 12:20,27.567
8/12/21 12:21,27.567
8/12/21 12:22,27.567
8/12/21 12:23,27.567
8/12/21 12:24,27.665
8/12/21 12:25,27.567
8/12/21 12:26,27.665
8/12/21 12:27,27.665
8/12/21 12:28,27.665
8/12/21 12:29,27.665
8/12/21 12:30,27.665
8/12/21 12:31,27.665
8/12/21 12:32,27.665
8/12/21 12:33,27.665
8/12/21 12:34,27.665
8/12/21 12:35,27.665
8/12/21 12:36,27.665
8/12/21 12:37,27.665
8/12/21 12:38,27.665
8/12/21 12:39,27.665
8/12/21 12:40,27.665
8/12/21 12:41,27.665
8/12/21 12:42,27.665
8/12/21 12:43,27.665
8/12/21 12:44,27.665
8/12/21 12:45,27.665
8/12/21 12:46,27.665
8/12/21 12:47,27.665
8/12/21 12:48,27.665
8/12/21 12:49,27.665
8/12/21 12:50,27.665
8/12/21 12:51,27.665
8/12/21 12:52,27.665
8/12/21 12:53,27.665
8/12/21 12:54,27.665
8/12/21 12:55,27.665
8/12/21 12:56,27.665
8/12/21 12:57,27.665
8/12/21 12:58,27.665
8/12/21 12:59,27.665
8/12/21 13:00,27.665
8/12/21 13:01,27.665
8/12/21 13:02,27.665
8/12/21 13:03,27.665
8/12/21 13:04,27.665
8/12/21 13:05,27.665
8/12/21 13:06,27.665
8/12/21 13:07,27.665
8/12/21 13:08,27.665
8/12/21 13:09,27.665
8/12/21 13:10,27.665
8/12/21 13:11,27.665
8/12/21 13:12,27.665
8/12/21 13:13,27.665
8/12/21 13:14,27.665
8/12/21 13:15,27.665
8/12/21 13:16,27.665
8/12/21 13:17,27.665
8/12/21 13:18,27.665
8/12/21 13:19,27.665
8/12/21 13:20,27.665
8/12/21 13:21,27.665
8/12/21 13:22,27.665
8/12/21 13:23,27.665
8/12/21 13:24,27.665
8/12/21 13:25,27.665
8/12/21 13:26,27.665
8/12/21 13:27,27.665
8/12/21 13:28,27.665
8/12/21 13:29,27.665
8/12/21 13:30,27.665
8/12/21 13:31,27.665
8/12/21 13:32,27.665
8/12/21 13:33,27.665
8/12/21 13:34,27.665
8/12/21 13:35,27.665
8/12/21 13:36,27.665
8/12/21 13:37,27.665
8/12/21 13:38,27.665
8/12/21 13:39,27.665
8/12/21 13:40,27.665
8/12/21 13:41,27.665
8/12/21 13:42,27.665
8/12/21 13:43,27.665
8/12/21 13:44,27.665
8/12/21 13:45,27.665
8/12/21 13:46,27.665
8/12/21 13:47,27.665
